popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0.11004,3752316.162340903,4641089.515847268,Boy Meets Girl,Michael Welch|Michelle Hendley|Alexandra Turshen|Michael Galante|Joseph Ricci,Eric Schaeffer,transsexuality|romance|gay romance|relationship|transsexual,95,Drama|Romance|Comedy,unknown,22,7.4,2015
0.109689,3752316.162340903,4641089.515847268,Listen to Me Marlon,Marlon Brando,Stevan Riley,biography,103,Documentary,Passion Pictures|Cutler Productions,23,7.0,2015
0.10808,3752316.162340903,4641089.515847268,Walt Before Mickey,David Henrie|Thomas Ian Nicholas|Jon Heder|Jodie Sweetin,Khoa LÃª,animation,120,Drama,unknown,33,6.2,2015
0.106757,3752316.162340903,4641089.515847268,Big Sky,Bella Thorne|Kyra Sedgwick|Frank Grillo|Aaron Tveit|FranÃ§ois Arnaud,Jorge Michel Grau,road trip|survival|agoraphobia|attack|fear,95,Thriller|Drama,Manis Film|Papagjika Salloway Productions,10,4.2,2015
0.106091,3752316.162340903,4641089.515847268,The Fear of 13,Sammy Silverwatch,David Sington,prison|prisoner|death row|reenactment|legal system,96,Thriller|Documentary,unknown,19,8.2,2015
0.213957,3752316.162340903,4641089.515847268,Dior and I,Marion Cotillard|Jennifer Lawrence|Sharon Stone|Anna Wintour|Isabelle Huppert,FrÃ©dÃ©ric Tcheng,unknown,90,Documentary,unknown,36,7.5,2015
0.101543,3752316.162340903,4641089.515847268,Ominous,Barry Watson|EsmÃ© Bianco|Gavin Lewis|Mark Lindsay Chapman|Eric Etebari,Peter Sullivan,cult|resurrection|possession|devil|demon,87,Horror,Hybrid,10,5.1,2015
0.068741,3752316.162340903,4641089.515847268,Doctor Who: The Husbands of River Song,Peter Capaldi|Alex Kingston|Greg Davies|Matt Lucas|Phillip Rhys,Douglas Mackinnon,unknown,60,Drama|Science Fiction|Comedy,British Broadcasting Corporation (BBC),31,8.0,2015
0.101426,3752316.162340903,4641089.515847268,Call Me Lucky,Barry Crimmins|David Cross|Patton Oswalt|Tom Kenny|Margaret Cho,Bobcat Goldthwait,stand up comedy|childhood sexual abuse,106,Documentary,Type 55 Films,14,7.3,2015
0.101155,3752316.162340903,4641089.515847268,Tiger House,Kaya Scodelario|Ed Skrein|Dougray Scott|Brandon Auret|Langley Kirkwood,Tom Daley,unknown,80,Thriller|Drama|Action|Crime,Industrial Development Corporation of South Africa|Altitude Film Entertainment|Creativity Capital|Glass Man Films|Ten10 Films,44,5.3,2015
0.099678,3752316.162340903,4641089.515847268,Brothers,Akshay Kumar|Sidharth Malhotra|Jackie Shroff|Jacqueline Fernandez|Kareena Kapoor,Karan Malhotra,unknown,156,Family|Action|Drama,Dharma Productions,20,6.3,2015
0.09779,3752316.162340903,4641089.515847268,Anguish,Ryan Simpkins|Annika Marks|Karina Logue|Amberley Gridley|Cliff Chamberlain,Sonny Mallhi,identity|possession|disorder,91,Horror,Lightning Entertainment|Candlewood Entertainment|Anguish Film,17,3.8,2015
0.031635,3752316.162340903,4641089.515847268,Childhood's End,Mike Vogel|Osy Ikhile|Daisy Betts|Georgina Haig|Charles Dance,Nick Hurran,unknown,246,Thriller|TV Movie|Science Fiction|Drama,unknown,21,6.2,2015
0.097214,3752316.162340903,4641089.515847268,Digging Up the Marrow,Ray Wise|Adam Green|Kane Hodder|Mick Garris|Rileah Vanderbilt,Adam Green,monster|nightmare|biography|art,98,Thriller|Mystery|Horror|Fantasy,ArieScope Pictures,33,5.4,2015
0.096624,3752316.162340903,4641089.515847268,Naomi and Ely's No Kiss List,Victoria Justice|Pierson Fode|Matthew Daddario|Ryan Ward|Danny Flaherty,Kristin Hanggi,cheating|male female relationship|lgbt|young love|woman director,89,Comedy|Drama|Romance,unknown,149,6.0,2015
0.096299,3752316.162340903,4641089.515847268,The Cokeville Miracle,Nathan Stevens|Jasen Wade|Caitlin E.J. Meyer|Mason D. Davis|Joshua Cooper,T.C. Christensen,miracle|tragedy,94,Mystery|Drama|History|Family|Thriller,unknown,13,5.1,2015
0.093462,3752316.162340903,4641089.515847268,They Found Hell,Chris Schellenger|Katy Reece|Austin Scott|Kabby Borders|Mirela Burke,Nick Lyon,teleportation|hell|portal|demon,90,Horror,Cinetel Films,10,4.6,2015
0.093212,3752316.162340903,4641089.515847268,Junun,Shye Ben Tzur|Ehtisham Khan Ajmeri|Gufran Ali|Shazib Ali|Sabir Bamami,Paul Thomas Anderson,music,54,Music|Documentary,Ghoulardi Film Company,11,7.3,2015
0.100069,3752316.162340903,4641089.515847268,The Chosen,Kian Lawley|Elizabeth Keener|Angelica Chitwood|Chris Gann|Stefanie Estes,Ben Jehoshua,unknown,88,Horror|Thriller,unknown,20,5.2,2015
0.090238,3752316.162340903,4641089.515847268,The Flintstones & WWE: Stone Age Smackdown,Jeff Bergman|Kevin Michael Richardson|Tress MacNeille|John O'Hurley|John Cena,Spike Brandt|Tony Cervone,cartoon,52,Animation|Comedy|Family,Warner Bros. Animation|Hanna-Barbera|WWE Studios,12,5.5,2015
0.090045,3752316.162340903,4641089.515847268,Chris Tucker: Live,Chris Tucker,Phil Joanou,stand up comedy,92,Comedy,NetFlix,19,6.7,2015
0.088912,3752316.162340903,4641089.515847268,VANish,Maiara Walsh|Tony Todd|Danny Trejo|Austin Abke|Bryan Bockbrader,Bryan Bockbrader,post traumatic stress  disorder|van|road trip|murder|kidnapping,79,Crime|Thriller|Action|Horror,Grizly Films,17,4.0,2015
0.088764,3752316.162340903,4641089.515847268,Harry Price: Ghost Hunter,Rafe Spall|Cara Theobold|Tom Ward|Sophie Stanton|Zoe Boyle,Alex Pillai,london|based on novel|medium|ghost hunting|ghost hunter,90,Drama|Horror,Bentley Productions,10,5.3,2015
0.083912,1900000.0,4641089.515847268,Brotherly Love,Keke Palmer|Cory Hardrict|Eric D. Hill Jr.|Quincy Brown,Jamal Hill,unknown,89,Drama,unknown,11,7.4,2015
0.283128,3752316.162340903,4641089.515847268,Wildlike,Bruce Greenwood|Ella Purnell|Brian Geraghty|Ann Dowd|Nolan Gerard Funk,Frank Hall Green,unknown,104,Thriller|Adventure|Drama,Tandem Pictures|Greenmachine Film,25,6.5,2015
0.082569,3752316.162340903,4641089.515847268,The Audition,Leonardo DiCaprio|Brad Pitt|Robert De Niro|Martin Scorsese|Rodrigo Prieto,Martin Scorsese,casino,16,Comedy,RatPac Entertainment|Melco-Crown Entertainment (MCE),10,6.1,2015
0.082444,3752316.162340903,4641089.515847268,Louis C.K.: Live at The Comedy Store,Louis C.K.,Louis C.K.,stand-up|stand up comedy,65,Comedy,Pig Newton,35,7.7,2015
0.081956,3752316.162340903,1301696.0,The Wolfpack,Bhagavan Angulo|Govinda Angulo|Jagadisa Angulo|Narayana Angulo|Krsna Angulo,Crystal Moselle,brother brother relationship|father-son relationship|manhattan new york city|woman director|confinement,89,Documentary,Verisimilitude|Kotva Films,82,6.9,2015
0.156386,3752316.162340903,4641089.515847268,The Challenger,Kent Moran|Michael Clarke Duncan|S. Epatha Merkerson|Justin Hartley|Rob Morgan,Kent Moran,fight|boxer|bronx|better life,95,Action|Drama,unknown,13,5.3,2015
0.08182,3752316.162340903,4641089.515847268,Aziz Ansari: Live at Madison Square Garden,Aziz Ansari,Aziz Ansari,stand up comedy,58,Comedy,unknown,35,7.1,2015
0.080974,3752316.162340903,4641089.515847268,Bleeding Heart,Zosia Mamet|Jessica Biel|Joe Anderson|Edi Gathegi|Kate Burton,Diane Bell,pimp|yoga instructor|woman director|sex worker|deadbeat boyfriend,80,Drama,Super Crispy Entertainment|Fido Features,19,4.8,2015
0.0807539999999999,3752316.162340903,44695.0,Requiem for the American Dream,Noam Chomsky,Jared P. Scott|Peter D. Hutchison|Kelly Nyks,upper class|middle class|working class|economics|inequality,73,Documentary,PF Pictures|Naked City Films,24,7.8,2015
0.0794909999999999,3752316.162340903,4641089.515847268,3 Nights in the Desert,Amber Tamblyn|Wes Bentley|Vincent Piazza,Gabriel Cowan,independent film,90,Drama,New Artists Alliance|Caliber Media Company,11,3.8,2015
0.078363,3752316.162340903,4641089.515847268,The House on Pine Street,Emily Goss|Taylor Bottles|Cathy Barnett|Jim Korinke|Natalie Pellegrini,Aaron Keeling|Austin Keeling,wife husband relationship|haunted house|relocation|neighbor|mother daughter relationship,111,Drama|Horror,E3W Productions,10,3.8,2015
0.077836,3752316.162340903,4641089.515847268,Slow Learners,Adam Pally|Sarah Burns|Reid Scott|Catherine Reitman|Bobby Moynihan,Don Argott|Sheena M. Joyce,woman director,96,Romance|Comedy,unknown,17,6.0,2015
0.077252,3752316.162340903,4641089.515847268,Welcome to Leith,Craig Cobb,Christopher K. Walker|Michael Beach Nichols,small town|racist|north dakota|racism|white supremacists,85,Thriller|Crime|Documentary,Sundial Pictures|No Weather Productions|The Cinemart,15,6.7,2015
0.076109,13500000.0,187674.0,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Roland Emmerich,stonewall riot,129,Drama,Centropolis Entertainment|Mel's Cite du Cinema,14,5.6,2015
0.190385,3752316.162340903,4641089.515847268,The Phoenix Incident,Troy Baker|Elise Muller|James C. Burns|Yuri Lowenthal|Jamie Tisdale,Keith Arem,unknown,81,Horror|Thriller|Science Fiction,PCB Entertainment|Concourse Media,11,5.9,2015
0.073883,3752316.162340903,4641089.515847268,Contracted: Phase II,Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail,Josh Forbes,infection|sequel|virus|body horror,78,Drama|Horror|Thriller,BoulderLight Pictures,20,5.0,2015
0.061776,3752316.162340903,4641089.515847268,One & Two,Kiernan Shipka|TimothÃ©e Chalamet|Elizabeth Reaser|Grant Bowler|Rayven Symone Ferrell,Andrew Droz Palermo,unknown,90,Thriller|Drama|Fantasy,Bow and Arrow Entertainment|Melody Maker Productions & MMP Audio|Son of a gun Productions,11,5.0,2015
0.0608,3752316.162340903,4641089.515847268,Tig,Tig Notaro|Stephanie Allynne|Zach Galifianakis|Sarah Silverman|Kyle Dunnigan,Kristina Goolsby|Ashley York,breast cancer|woman director,95,Documentary,Beachside Films,25,7.2,2015
0.059943,3752316.162340903,4641089.515847268,Christmas Incorporated,Shenae Grimes|Steve Lund|Ron Lea|Hannah Spearritt|Jane Moffat,Jonathan Wright,mistaken identity|coworker relationship|toy factory|christmas,84,Drama|TV Movie,unknown,13,6.9,2015
0.0552419999999999,3752316.162340903,4641089.515847268,Submerged,Jonathan Bennett|Talulah Riley|Tim Daly|Mario Van Peebles|Cody Christian,Steven C. Miller,unknown,99,Thriller|Drama,Twisted Pictures,11,4.6,2015
0.054828,3752316.162340903,4641089.515847268,Hurricane of Fun: The Making of Wet Hot,Amy Poehler|David Wain|Molly Shannon|Ken Marino|David Hyde Pierce,Amy Rice,cult|satire|comedy|witty|making of,64,Documentary,Matador Films|Netflix,13,6.8,2015
0.052542,3752316.162340903,4641089.515847268,Gascoigne,Paul Gascoigne|Vinnie Jones|Gary Lineker|Diego Maradona Jr.|JosÃ© Mourinho,Jane Preston,sport|alcoholism|soccer,90,Documentary,Salon Pictures,11,6.0,2015
0.0522169999999999,3752316.162340903,4641089.515847268,One Soldier's Story: The Journey of American Sniper,Bradley Cooper|Sienna Miller|Jason Hall|Clint Eastwood|Taya Kyle,Gary Leva,unknown,30,Romance|War|Documentary|Drama,unknown,14,5.6,2015
0.051262,1000000.0,4641089.515847268,Best of Enemies,Gore Vidal|William F. Buckley|Kelsey Grammer|John Lithgow|Dick Cavett,Robert Gordon|Morgan Neville,miami|chicago|television|politics|intellectual,87,Documentary|History,Motto Pictures|Tremolo Productions|Media Ranch,48,7.2,2015
0.051107,3752316.162340903,4641089.515847268,Vendetta,Dean Cain|Kyra Zagorsky|Benjamin Hollingsworth|Paul Wight|Michael Eklund,Jen Soska|Sylvia Soska,prison|detective|prisoner|prison warden|revenge,90,Action,WWE Studios,22,5.9,2015
0.049351,3752316.162340903,4641089.515847268,Breaking Through,Julie Warner|Jordan Rodrigues|Carlito Olivero|Jay Ellis|Dominic Sandoval,John Swetnam,unknown,84,Music|Drama,FJ Productions|BB Film Productions|Get Lifted Film Company|Mad Horse Films,13,5.7,2015
0.048863,3752316.162340903,4641089.515847268,The Stranger,Lorenza Izzo|Ariel Levy|Aaron Burns|Cristobal Tapia Montt|Luis Gnecco,Guillermo Amoedo,unknown,93,Drama|Thriller|Horror|Mystery,Sobras International Pictures,20,4.9,2015
0.046453,3752316.162340903,4641089.515847268,Dough,Jonathan Pryce|Philip Davis|Ian Hart|Pauline Collins|Malachi Kirby,John Goldschmidt,unknown,97,Drama|Comedy,unknown,15,4.9,2015
0.03884,3752316.162340903,4641089.515847268,The Bad Education Movie,Jack Whitehall|Mathew Horne|Sarah Solemani|Nikki Runeckles|Harry Enfield,Elliot Hegarty,unknown,90,Comedy,Tiger Aspect Productions,23,5.2,2015
0.038804,3752316.162340903,4641089.515847268,Student Bodies,Whitney Moore|Tom Arnold|Simon Rex|Lucius Baston|Laura Cayouette,Andrew Drazek,unknown,92,Comedy,Tiberius Film,14,6.0,2015
0.037487,3752316.162340903,4641089.515847268,The Subjects,Paul O'Brien|Charlotte Nicdao|Emily Wheaton|Spencer McLaren|Paul Henri,Robert Mond,experiment|locked in a room|drug trial,80,Thriller|Science Fiction,Instinct Entertainment,12,4.7,2015
0.037147,3752316.162340903,4641089.515847268,Walking with the Dead,Tim Ogletree|Joey Oglesby|Dave Sheridan|Troy Ogletree|Sophia Taylor Ali,Scott Dow,spoof|zombies,90,Science Fiction|Comedy,Splendid Film,18,3.9,2015
0.036987,3752316.162340903,4641089.515847268,Floride,Jean Rochefort|Sandrine Kiberlain|Laurent Lucas|Anamaria Marinca|ClÃ©ment MÃ©tayer,Philippe Le Guay,unknown,110,Comedy,Gaumont|France 2 CinÃ©ma|RhÃ´ne-Alpes CinÃ©ma|CinÃ©@|Canal+,16,6.3,2015
0.079539,3752316.162340903,4641089.515847268,The Outskirts,Victoria Justice|Eden Sher|Ashley Rickards|Avan Jogia|Peyton List,Peter Hutchings,school|teen,95,Comedy,BCDF Pictures,12,4.0,2015
0.0345339999999999,3752316.162340903,4641089.515847268,Twinsters,Anais Bordier|Samantha Futerman|Kanoa Goo,Samantha Futerman|Ryan Miyamoto,twin sister|woman director|sisterhood,90,Family|Documentary,Small Package Films,54,7.4,2015
0.056244,2000000.0,4641089.515847268,The Curse of Downers Grove,Bella Heathcote|Lucas Till|Helen Slater|Penelope Mitchell|Mark L. Young,Derick Martini,self-defense|car mechanic|graduation|high school|shooting,89,Thriller|Mystery|Horror|Drama,Myriad Pictures|AliBella Pictures|Bystander Films|Management Production Entertainment (MPE)|Mangrove Media,11,4.2,2015
0.032678,3752316.162340903,4641089.515847268,World of Tomorrow,Julia Pott|Winona Mae,Don Hertzfeldt,unknown,17,Animation|Comedy|Science Fiction,Bitter Films,47,8.2,2015
0.030819,3752316.162340903,4641089.515847268,Dawg Fight,Dhafir Harris,Billy Corben,unknown,109,Documentary,Rakontur,17,6.4,2015
0.030113,3752316.162340903,4641089.515847268,King Jack,Charlie Plummer|Cory Nichols|Christian Madsen|Danny Flaherty|Erin Davies,Felix Thompson,small town|independent film|coming of age|rural|adolescent boy,81,Drama,Whitewater Films|Stink Films|Buffalo Picture House,13,6.8,2015
0.030005,3752316.162340903,4641089.515847268,The Suicide Theory,Leon Cain|Steve Mazoukis,Dru Brown,suicide|underground|cult|buddy,98,Drama|Thriller,Seven8 Media,17,6.5,2015
0.028082,3752316.162340903,4641089.515847268,Stalked By My Neighbor,Amy Pietz|Kelcie Stranahan|Katrina Norman|Grant Harvey|Ethan Erickson,Doug Campbell,unknown,88,Thriller,Johnson Production Group|Shadowland,14,5.5,2015
0.025288,3752316.162340903,13684.0,Buzzard,Joshua Burge|Joel Potrykus|Teri Ann Nelson|Joe Anderson|Alan Longstreet,Joel Potrykus,hotel|bank|spaghetti|punk|nintendo,97,Horror|Comedy|Drama,Sob Noisse Movies,11,6.1,2015
0.025252,3752316.162340903,4641089.515847268,The Gamechangers,Daniel Radcliffe|Bill Paxton|Joe Dempsie,Owen Harris,video game|journalist|ghetto|biography|christian,90,Drama|TV Movie,BBC Films|British Broadcasting Corporation (BBC)|BBC Scotland,11,7.0,2015
0.023026,3752316.162340903,4641089.515847268,Residue,Natalia Tena|Iwan Rheon|Jamie Draven|Danny Webb|Franz Drameh,Alex Garcia Lopez,unknown,102,Science Fiction|Mystery|Horror|Thriller,Screen Yorkshire|Gloucester Place Films|Green Screen Productions|LWH Entertainment,15,4.5,2015
0.019804,3752316.162340903,4641089.515847268,Always Watching: A Marble Hornets Story,Alexandra Breckenridge|Doug Jones|Jake McDorman|Alexandra Holden|Blair Bomar,James Moran,unknown,91,Horror,Good Universe|Mosaic Films|Institution Post,19,4.2,2015
0.019133,3752316.162340903,4641089.515847268,A Ballerina's Tale,Misty Copeland|Victoria Rowell|Bevy Smith|Deirdre Kelly,Nelson George,unknown,85,Documentary,unknown,16,6.0,2015
0.018224,3752316.162340903,4641089.515847268,Man vs. Snake,Tim McVey|Dwayne Richard|Tom Asaki|Billy Mitchell|Walter Day,Tim Kinzy|Andrew Seklir,video game|games|arcade|nibbler,93,Documentary,unknown,10,6.8,2015
0.017625,3752316.162340903,732655.0,Once I Was a Beehive,Paris Warner|Lisa Clark|Hailey Smith|Clare Niederpruem|Barta Heiner,Maclain Nelson,unknown,119,Comedy|Drama|Family,Escapology|Main Dog Productions,10,6.5,2015
0.01705,3752316.162340903,4641089.515847268,John Mulaney: The Comeback Kid,John Mulaney,Rhys Thomas,stand up comedy,62,Comedy,3 Arts Entertainment|Irwin Entertainment,19,6.7,2015
0.014647,3752316.162340903,4641089.515847268,Meet the Patels,Ravi Patel,Geeta Patel|Ravi Patel,woman director,88,Documentary,unknown,20,6.7,2015
0.030371,3752316.162340903,4641089.515847268,I Hate Christian Laettner,Rob Lowe|Ken Jeong|Verne Troyer|Mike Krzyzewski,Rory Karpf,individual|sport|baskeball,90,Documentary,unknown,10,6.7,2015
0.00392,3752316.162340903,4641089.515847268,The Emperor's New Clothes,Russell Brand,Michael Winterbottom,unknown,107,Documentary,unknown,11,6.1,2015
1.466453,3752316.162340903,4641089.515847268,Good People,James Franco|Kate Hudson|Anna Friel|Omar Sy|Tom Wilkinson,Henrik Ruben Genz,based on novel,90,Thriller|Crime|Action,Maguire Entertainment|Millennium Films|Material Pictures|Film i VÃ¤st|Filmgate Films,121,5.2,2014
1.384508,3752316.162340903,1171559.0,Black Sea,Jude Law|Karl Davies|Jodie Whittaker|Daniel Ryan|Scoot McNairy,Kevin Macdonald,submarine|captain,115,Adventure,Cowboy Films|Film4|Focus Features,258,6.3,2014
1.37667,3752316.162340903,857522.0,Song of the Sea,Brendan Gleeson|Fionnula Flanagan|David Rawle|Pat Shortt|Jon Kenny,Tomm Moore,fairy tale|lighthouse|folk music|lighthouse keeper   |irish,93,Family|Animation|Fantasy,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions,263,8.0,2014
1.375493,3752316.162340903,4641089.515847268,Marvel One-Shot: All Hail the King,Ben Kingsley|Scoot McNairy|Lester Speight|Sam Rockwell|Matt Gerald,Drew Pearce,marvel comic|based on comic book|iron man|marvel cinematic universe|mandarin,14,Comedy|Action|Drama|Thriller|Fantasy,Marvel Studios,72,7.1,2014
1.315737,3752316.162340903,4641089.515847268,White Bird in a Blizzard,Shailene Woodley|Eva Green|Christopher Meloni|Shiloh Fernandez|Gabourey Sidibe,Gregg Araki,sex|based on novel|mystery|disappearance|missing person,91,Thriller|Drama,Why Not Productions|Wild Bunch|Desperate Pictures|Orange Studios,195,6.1,2014
1.312103,25000000.0,4641089.515847268,Outcast,Hayden Christensen|Nicolas Cage|Liu Yifei|Summer Jike|Andy On,Nick Powell,emperor|chinese emperor|warrior,98,Action,Media Max Productions|22h22|Notorious Films,87,4.4,2014
1.220073,3752316.162340903,1625847.0,'71,Jack O'Connell|Paul Anderson|Sean Harris|Sam Reid|Sam Hazeldine,Yann Demange,riot|war|british|survival|soldier,99,Thriller|Action|Drama|War,Screen Yorkshire|British Film Institute (BFI)|Creative Scotland|Film4|Warp Films,274,6.6,2014
1.197444,3752316.162340903,4641089.515847268,The Forger,John Travolta|Christopher Plummer|Tye Sheridan|Abigail Spencer|Marcus Thomas,Philip Martin,suspense|theft,95,Thriller|Crime|Drama,Code Entertainment|Solution Entertainment Group|Freedom Media|Siren Digital - Hollywood,74,5.3,2014
1.191423,1000000.0,4641089.515847268,Camp X-Ray,Kristen Stewart|Peyman Moaadi|Lane Garrison|Joseph Julian Soria|John Carroll Lynch,Peter Sattler,guantanamo bay|female soldier|female protagonist|american abroad|military police,111,Drama,Gotham Group|Upload Films|GNK Productions|Rough House Pictures|Young Gang,232,6.7,2014
1.146492,13200000.0,53830415.0,No Good Deed,Idris Elba|Taraji P. Henson|Leslie Bibb|Kate del Castillo|Henry Simmons,Sam Miller,sadistic|hostage|sociopath|serial killer|blood,84,Thriller,Sony Pictures|Screen Gems,105,5.8,2014
1.111485,3752316.162340903,4641089.515847268,Playing It Cool,Chris Evans|Michelle Monaghan|Aubrey Plaza|Ioan Gruffudd|Martin Starr,Justin Reardon,screenwriter|love|friends|romance|lying,94,Comedy|Romance,Wonderland Sound and Vision|Voltage Pictures,171,5.6,2014
1.052381,12250000.0,2295423.0,The Rover,Guy Pearce|Robert Pattinson|Scoot McNairy|Nash Edgerton|Anthony Hayes,David MichÃ´d,dystopia,100,Crime|Drama,Porchlight Films|FilmNation Entertainment|Screen Australia|Screen NSW|Blue-Tongue Films,164,6.0,2014
1.039133,15000000.0,9104716.0,Suite FranÃ§aise,Michelle Williams|Kristin Scott Thomas|Matthias Schoenaerts|Sam Riley|Ruth Wilson,Saul Dibb,based on novel|world war ii|love|french resistance|nazi occupation,107,Drama|Romance|War,Qwerty Films|Alliance Films|Canal+|TF1 Droits Audiovisuels|Scope Pictures,161,6.9,2014
1.038367,3752316.162340903,4507463.0,The Two Faces of January,Viggo Mortensen|Kirsten Dunst|Oscar Isaac|Prometheus Aleifer|Nikos Mavrakis,Hossein Amini,sailboat|hotel|american|couple|private detective,96,Thriller,Timnick Films|StudioCanal|Working Title Films,175,5.4,2014
0.999341,3752316.162340903,4641089.515847268,Maya the Bee Movie,Jenifer Bartoli|Christophe MaÃ©|Coco Jack Gillies|Kodi Smit-McPhee|Richard Roxburgh,Alexs Stadermann,unknown,79,Family|Animation,Zweites Deutsches Fernsehen (ZDF)|Screen Australia|Screen NSW|Flying Bark Productions|Fish Blowing Bubbles,14,5.6,2014
0.984445,3752316.162340903,4641089.515847268,Palo Alto,Emma Roberts|Jack Kilmer|Nat Wolff|James Franco|Zoe Levin,Gia Coppola,high school|soccer|older man younger woman relationship|teenager|teenage sexuality,100,Drama,Tribeca Film,240,6.4,2014
0.98174,27000000.0,28831145.0,Draft Day,Kevin Costner|Jennifer Garner|Tom Welling|Sam Elliott|Terry Crews,Ivan Reitman,sport|duringcreditsstinger,109,Drama,Summit Entertainment|Lionsgate,207,6.5,2014
0.965197,3752316.162340903,4641089.515847268,Boychoir,Dustin Hoffman|Kevin McHale|Josh Lucas|Debra Winger|Kathy Bates,FranÃ§ois Girard,talent|music|school|singing|orphan,106,Drama,Informant Media|Informant Films,42,6.5,2014
0.965064,3752316.162340903,176391.0,Serena,Jennifer Lawrence|Bradley Cooper|Rhys Ifans|Toby Jones|Blake Ritson,Susanne Bier,corruption|sheriff|mountains|wilderness|ambition,102,Drama,2929 Productions|Nick Wechsler Productions|Chockstone Pictures,190,5.4,2014
0.956582,3752316.162340903,1822250.0,Testament of Youth,Alicia Vikander|Kit Harington|Taron Egerton|Colin Morgan|Dominic West,James Kent,world war i|war|based on autobiography,129,History|Drama|War,BBC Films|Heyday Films,151,7.0,2014
0.954807,10000000.0,4641089.515847268,American Heist,Hayden Christensen|Adrien Brody|Jordana Brewster|Akon|Laura Cayouette,Sarik Andreasyan,brother brother relationship|robbery|bank,94,Action,NGN Productions|Glacier Films|Maple Leaf Finance Primeredian Entertainment,116,4.3,2014
0.944954,3000000.0,4641089.515847268,Bullet,Danny Trejo|Seri DeYoung|Torsten Voges|Jonathan Banks|Kyle Villalovos,Nick Lyon,corruption|kidnapping|drug,87,Action|Crime|Thriller,Giant Ape Media|SC Films International,20,4.4,2014
0.929125,3752316.162340903,5284309.0,The Skeleton Twins,Kristen Wiig|Bill Hader|Luke Wilson|Ty Burrell|Boyd Holbrook,Craig Johnson,new york|adultery|confession|brother sister relationship|infidelity,90,Drama,Duplass Brothers Productions|Venture Forth,208,6.7,2014
0.928771,3752316.162340903,4641089.515847268,Salting the Battlefield,Bill Nighy|Helena Bonham Carter|Ralph Fiennes|Ewen Bremner|Judy Davis,David Hare,mi5|johnny worricker,93,Mystery|Drama|Action|Crime,BBC Films|Carnival Films|Heyday Films,19,6.3,2014
0.926802,3752316.162340903,4641089.515847268,The Calling,Susan Sarandon|Gil Bellows|Ellen Burstyn|Topher Grace|Donald Sutherland,Jason Stone,series of murders,108,Thriller,Darius Films|Manis Film|Breaking Ball Films|Stage 6 Films,52,5.7,2014
0.920514,3752316.162340903,7523634.0,Pride,Ben Schnetzer|Bill Nighy|Imelda Staunton|Dominic West|Paddy Considine,Matthew Warchus,lgbt,117,Drama|Comedy,Calamity Films,288,7.7,2014
0.916578,3752316.162340903,4641089.515847268,Laggies,Keira Knightley|ChloÃ« Grace Moretz|Sam Rockwell|Kaitlyn Dever|Ellie Kemper,Lynn Shelton,friendship|coming of age|mother daughter relationship|female protagonist|father daughter relationship,100,Romance|Comedy,Anonymous Content|Merced Media Partners|PenLife Media,279,6.1,2014
0.900955,3752316.162340903,4641089.515847268,Frontera,Ed Harris|Eva Longoria|Michael PeÃ±a|Amy Madigan|Kristen Rakes,Michael Berry,unknown,103,Western|Drama,MJW Films|Ocean Blue Entertainment,30,6.1,2014
0.896627,3752316.162340903,258384.0,Blue Ruin,Macon Blair|Devin Ratray|Amy Hargreaves|Kevin Kolack|Eve Plumb,Jeremy Saulnier,revenge|drifter|virginia|character study|neo-noir,90,Crime|Thriller,Film Science|The Lab Of Madness|Neighborhood Watch|Paradise City,263,6.7,2014
0.894732,3752316.162340903,4641089.515847268,How to Make Love Like an Englishman,Jessica Alba|Pierce Brosnan|Malcolm McDowell|Salma Hayek|Ben McKenzie,Tom Vaughan,english professor,99,Comedy,Irish Dreamtime|Das Films|Envision Entertainment|Knightsbridge Entertainment|PalmStar Media,102,5.5,2014
0.893120999999999,22500000.0,15520023.0,The Water Diviner,Russell Crowe|Olga Kurylenko|Jai Courtney|Isabel Lucas|Damon Herriman,Russell Crowe,istanbul|australia|farmer|gallipoli campaign,112,War|Drama,Hopscotch Features|RatPac Entertainment|Seven West Media|Fear of God Films|Seven Group Holdings,287,6.8,2014
0.890965,5000000.0,6833445.0,The Green Inferno,Lorenza Izzo|Ariel Levy|Sky Ferreira|Nicolas Martinez|Kirby Bliss Blanton,Eli Roth,chile|gore|jungle|extreme violence|cannibal,100,Horror|Thriller,Worldview Entertainment|Dragonfly Entertainment|Sobras International Pictures|Top Hat Releasing|BH Tilt,194,4.8,2014
0.887576,3752316.162340903,4641089.515847268,Kite,Samuel L. Jackson|Callan McAuliffe|India Eisley|Carl Beukes|Jaco Muller,Ralph Ziman,noir|violence|girls with guns|anime style|based on anime,90,Drama|Action,Distant Horizons|Videovision Entertainment|Detalle Films,55,4.2,2014
0.870104,16000000.0,2429989.0,The Homesman,Hilary Swank|Tommy Lee Jones|Grace Gummer|Meryl Streep|Miranda Otto,Tommy Lee Jones,dancing|based on novel|revenge|native american|tied feet,122,Western|Drama,The Javelina Film Company|EuropaCorp|Ithaca Pictures,150,6.2,2014
